图像路径,标注类别ID,标注类别名称,top-1-预测ID,top-1-预测名称,top-2-预测ID,top-2-预测名称,top-3-预测ID,top-3-预测名称,top-4-预测ID,top-4-预测名称,top-n预测正确,FMP-ED-预测置信度,FMP-LD-预测置信度,FMP-MD-预测置信度,FMP-OM-预测置信度,FMP-SD-预测置信度,HFP-ED-预测置信度,HFP-LD-预测置信度,HFP-MD-预测置信度,HFP-OM-预测置信度,HFP-SD-预测置信度,SJP-ED-预测置信度,SJP-LD-预测置信度,SJP-MD-预测置信度,SJP-OM-预测置信度,SJP-SD-预测置信度
../Image/Train_Image\test\HFP-MD\IMG_20230415_111942_3.jpg,7,HFP-MD,7.0,HFP-MD,9.0,HFP-SD,6.0,HFP-LD,12.0,SJP-MD,1.0,1.5387315e-05,1.8508597e-06,9.699125e-06,3.3344335e-08,1.4986211e-05,0.001102768,0.011676501,0.6984317,2.1859503e-07,0.28706416,0.00021039479,2.7736232e-07,0.0014590872,1.0484224e-07,1.2832377e-05
../Image/Train_Image\test\HFP-MD\IMG_20230415_111944.jpg,7,HFP-MD,7.0,HFP-MD,9.0,HFP-SD,6.0,HFP-LD,5.0,HFP-ED,1.0,5.1774377e-06,1.667808e-06,1.4683222e-06,5.407835e-07,1.8506265e-05,0.0012259135,0.0023795296,0.95033026,1.3438067e-07,0.043577395,0.0011630943,5.9361514e-07,0.0011750304,1.4065517e-06,0.00011932129
../Image/Train_Image\test\HFP-MD\IMG_20230415_111945_1.jpg,7,HFP-MD,7.0,HFP-MD,9.0,HFP-SD,12.0,SJP-MD,10.0,SJP-ED,1.0,5.470851e-07,3.4244982e-07,5.93665e-07,7.906603e-09,1.6888258e-05,0.0001873696,0.00012649584,0.9947397,4.757981e-08,0.0028370253,0.0006700742,1.957494e-07,0.0014042681,1.2044117e-07,1.6212744e-05
../Image/Train_Image\test\HFP-MD\IMG_20230415_111947_1.jpg,7,HFP-MD,7.0,HFP-MD,6.0,HFP-LD,5.0,HFP-ED,9.0,HFP-SD,1.0,0.00012422762,2.373541e-05,2.8317265e-06,5.571054e-06,1.793672e-05,0.0041350788,0.006611486,0.98642665,6.176536e-06,0.0018567083,0.00020844408,5.431994e-06,0.0002595341,3.7818136e-06,0.00031236364
../Image/Train_Image\test\HFP-MD\IMG_20230415_111948_1.jpg,7,HFP-MD,7.0,HFP-MD,6.0,HFP-LD,9.0,HFP-SD,12.0,SJP-MD,1.0,6.891605e-06,5.734379e-06,2.626428e-07,1.2589722e-06,1.9720044e-05,0.00029285802,0.012967841,0.983659,1.2175176e-06,0.0019038835,0.00053683703,6.464766e-08,0.0005938659,8.593845e-08,1.0455603e-05
../Image/Train_Image\test\HFP-MD\IMG_20230415_111949_2.jpg,7,HFP-MD,7.0,HFP-MD,5.0,HFP-ED,6.0,HFP-LD,9.0,HFP-SD,1.0,2.4397033e-05,2.1532678e-06,2.3577059e-07,1.1313988e-06,7.216875e-06,0.0017632674,0.001340496,0.9946859,5.461232e-08,0.001190251,0.00021432966,2.8684333e-06,0.00071257394,3.7847272e-07,5.4634074e-05
../Image/Train_Image\test\HFP-MD\IMG_20230415_111950_2.jpg,7,HFP-MD,7.0,HFP-MD,12.0,SJP-MD,9.0,HFP-SD,6.0,HFP-LD,1.0,4.9137674e-07,1.8548653e-05,1.0383475e-06,5.4035333e-08,6.725849e-05,0.0015449085,0.002379331,0.9753769,5.7613727e-07,0.0086822575,0.0018884069,2.7958395e-05,0.009741772,6.471156e-06,0.00026398842
../Image/Train_Image\test\HFP-MD\IMG_20230415_111952.jpg,7,HFP-MD,7.0,HFP-MD,5.0,HFP-ED,10.0,SJP-ED,14.0,SJP-SD,1.0,2.9472985e-05,2.3769458e-05,6.1240885e-06,1.0610229e-06,0.0001325477,0.018398453,0.0033501568,0.95944345,3.48132e-06,0.004074614,0.0076643163,5.5868433e-05,0.0026521047,5.154342e-05,0.004112958
../Image/Train_Image\test\HFP-MD\IMG_20230415_111953.jpg,7,HFP-MD,7.0,HFP-MD,5.0,HFP-ED,12.0,SJP-MD,6.0,HFP-LD,1.0,0.00012876632,9.750833e-06,3.2843047e-06,2.8141271e-06,0.0009394865,0.034557372,0.014581739,0.89568543,1.3440078e-05,0.010346088,0.009227542,0.00017295801,0.020127036,4.947746e-05,0.014154876
../Image/Train_Image\test\HFP-MD\IMG_20230415_112000.jpg,7,HFP-MD,7.0,HFP-MD,6.0,HFP-LD,5.0,HFP-ED,1.0,FMP-LD,1.0,8.576788e-06,5.4606542e-05,7.2170747e-07,1.927185e-06,1.2338353e-05,0.0024181735,0.0036855289,0.99371827,1.12286614e-07,1.3197428e-05,8.7814567e-07,1.5583901e-06,3.7792863e-05,8.921289e-08,4.6311103e-05
../Image/Train_Image\test\HFP-MD\IMG_20230415_112002.jpg,7,HFP-MD,7.0,HFP-MD,5.0,HFP-ED,9.0,HFP-SD,10.0,SJP-ED,1.0,0.00010593541,2.2045602e-05,8.97786e-06,3.0422914e-06,0.00023813431,0.0595695,0.0024086128,0.9253635,1.2739373e-06,0.006690741,0.0043215235,8.703548e-06,0.00077872636,2.8367109e-05,0.00045088463
../Image/Train_Image\test\HFP-MD\IMG_20230415_112033.jpg,7,HFP-MD,7.0,HFP-MD,12.0,SJP-MD,14.0,SJP-SD,5.0,HFP-ED,1.0,2.7869278e-06,1.8359707e-07,6.188396e-08,5.0091336e-09,1.7726452e-06,0.00023429532,3.068126e-05,0.99810636,5.543255e-08,1.0063419e-05,7.230958e-05,7.67625e-06,0.0011500882,1.7405754e-06,0.00038187866
../Image/Train_Image\test\HFP-MD\IMG_20230415_112034.jpg,7,HFP-MD,7.0,HFP-MD,5.0,HFP-ED,12.0,SJP-MD,14.0,SJP-SD,1.0,1.7360733e-06,0.00016075895,3.337348e-07,1.887855e-08,1.6720463e-06,0.002343972,0.0003572699,0.9958324,6.9219146e-09,2.9156152e-05,0.000101133,7.0983326e-05,0.00059952907,1.2642668e-05,0.0004884842
../Image/Train_Image\test\HFP-MD\IMG_20230415_112035_1.jpg,7,HFP-MD,7.0,HFP-MD,12.0,SJP-MD,10.0,SJP-ED,14.0,SJP-SD,1.0,1.6789963e-05,0.0003792439,1.1375542e-05,6.660909e-08,0.00029163787,0.0013579823,0.0015312154,0.96889013,1.4434986e-06,0.00031845088,0.0106351245,0.0009097809,0.012394403,7.609954e-05,0.0031863258
../Image/Train_Image\test\HFP-MD\IMG_20230415_112037.jpg,7,HFP-MD,7.0,HFP-MD,6.0,HFP-LD,5.0,HFP-ED,14.0,SJP-SD,1.0,1.7077998e-06,2.1839508e-06,2.4102067e-07,1.17704076e-07,9.160428e-07,0.00021135446,0.0005398855,0.9991528,3.0087705e-07,2.4021047e-05,1.3781049e-06,3.7690547e-06,2.3778715e-05,4.5578585e-07,3.7123038e-05
../Image/Train_Image\test\HFP-MD\IMG_20230415_112038_2.jpg,7,HFP-MD,7.0,HFP-MD,5.0,HFP-ED,14.0,SJP-SD,9.0,HFP-SD,1.0,7.5767352e-06,8.584073e-05,4.5965893e-07,4.48905e-08,1.303074e-05,0.018001713,6.114352e-05,0.9791099,1.34213645e-08,0.000495766,0.00021944166,4.1161817e-05,0.00012706708,4.199354e-06,0.0018327364
../Image/Train_Image\test\HFP-MD\IMG_20230415_112040_1.jpg,7,HFP-MD,7.0,HFP-MD,5.0,HFP-ED,6.0,HFP-LD,12.0,SJP-MD,1.0,5.953337e-07,1.4303865e-05,5.796008e-08,2.8863024e-08,5.3311423e-06,0.00012132537,6.8959096e-05,0.9997501,4.5132207e-08,1.0857872e-05,6.6043744e-06,8.92958e-07,1.7655575e-05,5.5286698e-08,3.150661e-06
../Image/Train_Image\test\HFP-MD\IMG_20230415_112042_1.jpg,7,HFP-MD,7.0,HFP-MD,5.0,HFP-ED,14.0,SJP-SD,9.0,HFP-SD,1.0,7.717153e-06,7.664846e-05,1.4041199e-06,5.788411e-07,4.4916706e-06,0.0015746903,2.3118419e-05,0.99744934,3.7868375e-08,0.00014004023,3.7413767e-05,8.924925e-05,5.2098803e-05,3.3177514e-06,0.0005398844
../Image/Train_Image\test\HFP-MD\IMG_20230415_112044_1.jpg,7,HFP-MD,7.0,HFP-MD,6.0,HFP-LD,12.0,SJP-MD,14.0,SJP-SD,1.0,1.2308095e-05,1.1018631e-06,5.2011455e-07,4.4951034e-07,1.2344241e-05,0.00084135315,0.0018092134,0.9932827,4.4449206e-07,0.00066800445,0.0005332438,3.5095418e-05,0.001685595,2.3361494e-05,0.0010942694
../Image/Train_Image\test\HFP-MD\IMG_20230415_112046.jpg,7,HFP-MD,7.0,HFP-MD,6.0,HFP-LD,9.0,HFP-SD,12.0,SJP-MD,1.0,1.1071987e-06,1.4440024e-05,4.5359446e-08,5.7791965e-08,1.9996917e-06,0.00012142703,0.0039314376,0.99196637,5.9319103e-07,0.0029402948,2.4313375e-05,6.3752304e-05,0.0006775918,6.76093e-06,0.00024980828
../Image/Train_Image\test\HFP-MD\IMG_20230415_112048_1.jpg,7,HFP-MD,7.0,HFP-MD,6.0,HFP-LD,14.0,SJP-SD,12.0,SJP-MD,1.0,3.159648e-07,3.253427e-07,2.4031019e-08,1.8519083e-08,4.7526683e-08,3.2036078e-05,0.0011375396,0.9977996,4.774928e-07,4.2682413e-07,3.740278e-05,0.0002738724,0.00034737162,1.2311576e-05,0.0003582009
../Image/Train_Image\test\HFP-OM\IMG_20230413_120425_horizontal_horizontal.jpg,8,HFP-OM,8.0,HFP-OM,12.0,SJP-MD,6.0,HFP-LD,10.0,SJP-ED,1.0,1.2443371e-07,3.2249465e-09,3.9944337e-09,5.94682e-09,2.3999444e-08,2.4936034e-10,1.8254152e-05,2.5543437e-07,0.9999385,8.023864e-07,3.3902438e-06,5.869242e-07,3.7076064e-05,1.3246733e-07,9.0905644e-07
../Image/Train_Image\test\HFP-OM\IMG_20230413_120426_move.jpg,8,HFP-OM,8.0,HFP-OM,6.0,HFP-LD,12.0,SJP-MD,10.0,SJP-ED,1.0,1.3615684e-08,6.761997e-10,1.6112546e-10,3.690426e-08,1.5488977e-08,1.3055122e-08,6.5284207e-06,1.6046188e-07,0.99999034,1.5484378e-07,4.3435125e-07,2.3313581e-07,1.6039435e-06,7.1106875e-08,2.875136e-07
../Image/Train_Image\test\HFP-OM\IMG_20230413_120427_2.jpg,8,HFP-OM,8.0,HFP-OM,6.0,HFP-LD,7.0,HFP-MD,14.0,SJP-SD,1.0,5.4248252e-05,3.201697e-07,2.4928516e-07,2.2523167e-05,9.297915e-06,6.3750063e-06,0.00903349,0.00043627108,0.99020797,2.231224e-05,2.646538e-05,1.0183346e-05,4.399824e-05,4.0287436e-05,8.59608e-05
../Image/Train_Image\test\HFP-OM\IMG_20230413_120427_3_horizontal.jpg,8,HFP-OM,8.0,HFP-OM,6.0,HFP-LD,12.0,SJP-MD,11.0,SJP-LD,1.0,2.6948333e-05,1.3448157e-06,7.1097577e-07,8.054955e-06,6.425992e-07,7.610232e-07,0.013324488,7.680329e-05,0.98606956,1.2985882e-05,1.2066266e-05,0.00013968942,0.00021691035,7.3415424e-05,3.5661033e-05
../Image/Train_Image\test\HFP-OM\IMG_20230413_120428_1.jpg,8,HFP-OM,8.0,HFP-OM,6.0,HFP-LD,12.0,SJP-MD,0.0,FMP-ED,1.0,3.3481392e-05,1.03108654e-07,5.8364545e-08,8.60972e-06,1.5610415e-06,9.223088e-08,0.0004742114,3.3709848e-06,0.9992944,2.6767812e-06,6.7358797e-06,5.8904434e-06,0.00013371844,1.5457686e-05,1.9597865e-05
../Image/Train_Image\test\HFP-OM\IMG_20230413_120429_2_horizontal.jpg,8,HFP-OM,8.0,HFP-OM,6.0,HFP-LD,13.0,SJP-OM,11.0,SJP-LD,1.0,5.293941e-06,9.670639e-08,3.1727602e-08,2.5883191e-06,7.674556e-08,2.796099e-07,0.0012423234,4.756595e-06,0.9981669,9.89471e-07,3.4191064e-05,0.00015592833,7.68019e-05,0.00020104575,0.0001087473
../Image/Train_Image\test\HFP-OM\IMG_20230413_120431_horizontal.jpg,8,HFP-OM,8.0,HFP-OM,11.0,SJP-LD,13.0,SJP-OM,6.0,HFP-LD,1.0,8.0274226e-08,4.4072134e-08,1.162434e-10,3.0343273e-08,4.452601e-09,7.5861833e-10,2.4107062e-06,4.8348504e-08,0.99998176,4.185068e-08,1.2871526e-06,8.299913e-06,2.110939e-06,3.28559e-06,4.408346e-07
../Image/Train_Image\test\HFP-OM\IMG_20230413_120505.jpg,8,HFP-OM,8.0,HFP-OM,13.0,SJP-OM,14.0,SJP-SD,11.0,SJP-LD,1.0,3.8328673e-07,3.8092867e-09,2.2875464e-09,3.7387395e-08,2.2233944e-10,5.7339065e-08,1.556218e-05,3.858869e-08,0.999739,1.1928478e-07,7.165196e-06,2.0955744e-05,1.6583732e-05,0.00012890449,7.1213835e-05
../Image/Train_Image\test\HFP-OM\IMG_20230413_120506_move.jpg,8,HFP-OM,8.0,HFP-OM,13.0,SJP-OM,11.0,SJP-LD,12.0,SJP-MD,1.0,5.7013555e-08,1.8665904e-08,3.0901437e-09,1.2404404e-07,2.2731983e-09,3.4897052e-08,9.196184e-06,4.7499628e-07,0.9997794,1.0798784e-06,6.590839e-06,5.2517822e-05,1.7978093e-05,0.00012600448,6.5676486e-06
../Image/Train_Image\test\HFP-OM\IMG_20230413_120507_horizontal.jpg,8,HFP-OM,8.0,HFP-OM,6.0,HFP-LD,14.0,SJP-SD,13.0,SJP-OM,1.0,7.1826264e-07,9.721991e-08,8.341485e-09,1.3866918e-06,1.68796e-08,9.067494e-08,4.0235136e-05,2.596328e-06,0.9998946,8.274733e-07,2.0200928e-06,6.106613e-06,2.5999304e-06,1.6723337e-05,3.1985743e-05
../Image/Train_Image\test\HFP-OM\IMG_20230413_120508_1_horizontal.jpg,8,HFP-OM,8.0,HFP-OM,13.0,SJP-OM,11.0,SJP-LD,14.0,SJP-SD,1.0,1.5226598e-07,3.5091116e-08,7.0857573e-09,2.920337e-07,4.9529816e-09,3.5088238e-08,1.9710346e-06,5.30923e-07,0.9991912,7.876688e-07,4.8434078e-05,0.00019371451,9.032761e-05,0.00036907912,0.00010342313
../Image/Train_Image\test\HFP-OM\IMG_20230413_120508_horizontal.jpg,8,HFP-OM,8.0,HFP-OM,14.0,SJP-SD,12.0,SJP-MD,11.0,SJP-LD,1.0,1.9897217e-07,2.9034098e-08,2.2307365e-09,6.4637824e-09,3.3576413e-09,7.1321204e-10,1.4792346e-06,6.806792e-09,0.9998118,1.3189694e-07,3.8370254e-06,1.8991293e-05,5.4884782e-05,1.3432584e-05,9.509486e-05
../Image/Train_Image\test\HFP-OM\IMG_20230413_120509_1_move.jpg,8,HFP-OM,8.0,HFP-OM,14.0,SJP-SD,12.0,SJP-MD,11.0,SJP-LD,1.0,0.00013894954,8.873307e-06,1.0247431e-06,2.7550475e-06,2.0594953e-06,2.427653e-06,0.00053609785,3.2793454e-05,0.9704888,6.179813e-05,0.0028301731,0.0036365418,0.0076719313,0.0013596009,0.013226228
../Image/Train_Image\test\HFP-OM\IMG_20230413_120510_1_horizontal.jpg,8,HFP-OM,8.0,HFP-OM,13.0,SJP-OM,11.0,SJP-LD,12.0,SJP-MD,1.0,4.082677e-08,3.512597e-10,2.4398988e-10,3.7060968e-09,5.180396e-12,4.4876755e-11,3.2668814e-07,3.672309e-08,0.99992526,5.416005e-09,2.0518509e-07,2.7852e-05,8.451601e-06,3.0241246e-05,7.61069e-06
../Image/Train_Image\test\HFP-OM\IMG_20230413_120510_3.jpg,8,HFP-OM,8.0,HFP-OM,13.0,SJP-OM,11.0,SJP-LD,12.0,SJP-MD,1.0,1.0932749e-06,6.881636e-08,8.612173e-10,1.7438264e-09,1.1012218e-09,7.2187356e-07,1.1327964e-05,2.6561777e-06,0.9997433,2.1696582e-07,4.279744e-06,7.296915e-05,2.2864484e-05,0.00013079261,9.722773e-06
../Image/Train_Image\test\HFP-OM\IMG_20230413_120510_4_horizontal.jpg,8,HFP-OM,8.0,HFP-OM,13.0,SJP-OM,11.0,SJP-LD,14.0,SJP-SD,1.0,3.2713358e-06,8.363875e-08,3.1724625e-08,7.425522e-07,2.8591072e-09,1.0572485e-07,4.9431837e-06,1.140175e-07,0.9999025,6.8976124e-07,3.0053236e-06,1.1155052e-05,4.6247933e-06,6.321021e-05,5.6209255e-06
../Image/Train_Image\test\HFP-OM\IMG_20230413_120511_1.jpg,8,HFP-OM,8.0,HFP-OM,11.0,SJP-LD,13.0,SJP-OM,12.0,SJP-MD,1.0,1.3811847e-07,6.7745304e-08,1.3823271e-09,9.873291e-08,5.669662e-10,2.4116464e-09,5.8788637e-06,1.4073768e-06,0.9999051,1.0812086e-08,3.1413022e-06,4.4174652e-05,9.33086e-06,2.6203334e-05,4.4046365e-06
../Image/Train_Image\test\HFP-OM\IMG_20230413_120512.jpg,8,HFP-OM,8.0,HFP-OM,13.0,SJP-OM,14.0,SJP-SD,11.0,SJP-LD,1.0,1.0101087e-06,9.722498e-09,2.1235718e-09,2.0138043e-07,9.003837e-09,8.739216e-08,7.391266e-06,9.783084e-07,0.99990535,2.292831e-07,3.2882228e-06,9.5054465e-06,5.238024e-06,5.4665445e-05,1.2117785e-05
../Image/Train_Image\test\HFP-OM\IMG_20230413_120512_move.jpg,8,HFP-OM,8.0,HFP-OM,13.0,SJP-OM,14.0,SJP-SD,6.0,HFP-LD,1.0,9.677192e-07,2.4959247e-08,4.451833e-09,2.4383263e-07,1.0516209e-08,1.8693612e-08,4.081199e-06,4.3505358e-07,0.99990654,1.4382876e-07,3.3593353e-06,3.5477865e-06,3.2200107e-06,4.8307746e-05,2.9155937e-05
../Image/Train_Image\test\HFP-OM\IMG_20230413_120520_2.jpg,8,HFP-OM,8.0,HFP-OM,14.0,SJP-SD,12.0,SJP-MD,10.0,SJP-ED,1.0,5.1177494e-07,5.8717575e-08,2.5515227e-08,2.511917e-08,2.5801619e-08,1.2227848e-08,7.0951787e-06,8.1080884e-08,0.99976283,6.776691e-07,4.5908913e-05,5.323569e-06,6.179504e-05,3.7563037e-05,7.8124984e-05
../Image/Train_Image\test\HFP-OM\IMG_20230413_120521.jpg,8,HFP-OM,8.0,HFP-OM,12.0,SJP-MD,14.0,SJP-SD,13.0,SJP-OM,1.0,1.4876701e-06,4.221606e-09,3.9940558e-09,1.8473965e-08,5.3275922e-08,2.9223603e-08,1.4783006e-06,6.392696e-08,0.9998745,2.3330185e-07,1.3861779e-05,4.2051543e-06,4.8139853e-05,2.6802862e-05,2.9183488e-05
../Image/Train_Image\test\HFP-OM\IMG_20230413_120521_move.jpg,8,HFP-OM,8.0,HFP-OM,13.0,SJP-OM,12.0,SJP-MD,14.0,SJP-SD,1.0,3.2379802e-07,3.946272e-09,2.0444035e-09,2.1954314e-08,4.9217483e-08,2.6981237e-09,5.270136e-07,4.2295373e-08,0.9999732,5.0320967e-08,1.2629094e-06,3.6085575e-07,7.615854e-06,1.29137425e-05,3.7222978e-06
../Image/Train_Image\test\HFP-OM\IMG_20230413_120522_horizontal.jpg,8,HFP-OM,8.0,HFP-OM,13.0,SJP-OM,14.0,SJP-SD,11.0,SJP-LD,1.0,2.9319087e-09,1.4414709e-09,3.0924128e-11,8.0515585e-09,2.1472928e-10,1.6946569e-08,6.920271e-08,1.2708865e-08,0.99998605,5.3084975e-08,1.341206e-07,1.5455829e-06,1.2588422e-06,5.3535673e-06,5.3483827e-06
../Image/Train_Image\test\HFP-OM\IMG_20230413_120523_1_horizontal.jpg,8,HFP-OM,8.0,HFP-OM,11.0,SJP-LD,13.0,SJP-OM,12.0,SJP-MD,1.0,1.10789664e-07,2.5156968e-09,1.8227471e-10,2.3792668e-09,1.6390258e-09,6.1656354e-11,6.0162044e-08,2.0905242e-09,0.999966,2.230452e-08,3.2183004e-07,2.7191472e-05,2.2366037e-06,3.5891355e-06,4.2045903e-07
../Image/Train_Image\test\HFP-OM\IMG_20230413_120523_horizontal.jpg,8,HFP-OM,8.0,HFP-OM,13.0,SJP-OM,12.0,SJP-MD,10.0,SJP-ED,1.0,3.1867341e-07,3.1600206e-07,1.2818934e-08,3.6439193e-08,1.7337504e-08,2.2031987e-09,1.1740766e-06,2.143654e-08,0.9997309,6.113157e-08,3.8961145e-05,1.0825239e-05,5.1577535e-05,0.00013792877,2.776004e-05
../Image/Train_Image\test\HFP-OM\IMG_20230413_120524_1_move.jpg,8,HFP-OM,8.0,HFP-OM,13.0,SJP-OM,14.0,SJP-SD,11.0,SJP-LD,1.0,2.4403874e-08,6.6669636e-10,5.7101034e-12,2.5944797e-09,5.412078e-12,1.2146161e-11,1.0318052e-07,4.0291362e-10,0.9999757,1.5888802e-09,3.253366e-07,6.593538e-07,2.3217233e-07,1.6066027e-05,6.944404e-06
../Image/Train_Image\test\HFP-OM\IMG_20230413_120524_3_horizontal.jpg,8,HFP-OM,8.0,HFP-OM,14.0,SJP-SD,13.0,SJP-OM,11.0,SJP-LD,1.0,3.2797422e-07,6.485571e-09,3.6732506e-10,3.7819397e-09,4.798687e-10,5.4277622e-09,2.551074e-07,4.3327493e-09,0.9999918,4.082489e-08,3.9079052e-07,7.275593e-07,1.1342747e-07,1.0847427e-06,5.176652e-06
../Image/Train_Image\test\HFP-OM\IMG_20230413_120525_2.jpg,8,HFP-OM,8.0,HFP-OM,11.0,SJP-LD,13.0,SJP-OM,6.0,HFP-LD,1.0,6.939297e-07,7.911496e-08,9.6014325e-09,5.76904e-08,7.6053645e-08,3.7013024e-08,2.7549338e-05,5.0711594e-07,0.9996908,8.5686435e-07,4.891029e-06,0.00022948251,3.355185e-06,3.0728203e-05,1.0918489e-05
../Image/Train_Image\test\HFP-OM\IMG_20230413_120526_1_horizontal.jpg,8,HFP-OM,8.0,HFP-OM,13.0,SJP-OM,11.0,SJP-LD,6.0,HFP-LD,1.0,1.3951822e-08,5.281349e-10,4.4089028e-11,3.4587483e-10,1.3233926e-09,1.6962057e-10,3.7198492e-07,3.0555982e-09,0.999987,2.344203e-09,1.562987e-07,2.594533e-06,4.3374193e-08,9.638379e-06,1.9631078e-07
../Image/Train_Image\test\HFP-OM\IMG_20230413_120526_3.jpg,8,HFP-OM,8.0,HFP-OM,13.0,SJP-OM,11.0,SJP-LD,6.0,HFP-LD,1.0,5.1630076e-07,9.599881e-09,3.378981e-10,1.9017468e-08,2.6202351e-09,2.8685246e-10,7.731376e-07,6.5826353e-09,0.99997365,7.2802986e-09,4.4483505e-07,2.36697e-06,6.332965e-07,2.0957725e-05,6.33798e-07
../Image/Train_Image\test\HFP-OM\IMG_20230413_120526_move.jpg,8,HFP-OM,8.0,HFP-OM,11.0,SJP-LD,13.0,SJP-OM,6.0,HFP-LD,1.0,2.1972025e-07,3.0432595e-08,7.796927e-10,2.6096743e-08,5.1078346e-09,7.989823e-10,3.8403655e-06,1.3707472e-08,0.9999666,4.7014787e-08,6.7018334e-07,1.9343406e-05,1.9806673e-07,8.267343e-06,6.055901e-07
../Image/Train_Image\test\HFP-OM\IMG_20230413_120527_2.jpg,8,HFP-OM,8.0,HFP-OM,11.0,SJP-LD,6.0,HFP-LD,14.0,SJP-SD,1.0,2.3610172e-08,1.30578e-10,2.0688372e-10,5.1087345e-10,1.340529e-11,7.766916e-12,1.7090386e-07,1.2105817e-08,0.9999982,4.250342e-10,2.752701e-08,1.3106147e-06,2.1540485e-08,1.5539084e-07,1.7048275e-07
../Image/Train_Image\test\HFP-OM\IMG_20230413_120528_move.jpg,8,HFP-OM,8.0,HFP-OM,10.0,SJP-ED,14.0,SJP-SD,13.0,SJP-OM,1.0,1.9726926e-06,1.7105691e-08,1.4180189e-09,1.1665246e-08,2.495004e-08,4.881346e-09,6.496289e-06,2.5412698e-08,0.99994206,2.119698e-07,1.930241e-05,4.167573e-06,2.811256e-06,9.224243e-06,1.3500246e-05
../Image/Train_Image\test\HFP-OM\IMG_20230413_120529_2_horizontal.jpg,8,HFP-OM,8.0,HFP-OM,6.0,HFP-LD,13.0,SJP-OM,11.0,SJP-LD,1.0,1.408457e-07,5.4844403e-08,3.6368064e-09,1.939546e-08,1.2941445e-08,5.41958e-09,1.097258e-05,1.3361167e-08,0.9999652,1.2322509e-08,2.4587916e-06,6.633952e-06,6.2164247e-07,7.291247e-06,6.546143e-06
../Image/Train_Image\test\HFP-OM\IMG_20230413_120529_4_horizontal.jpg,8,HFP-OM,8.0,HFP-OM,13.0,SJP-OM,11.0,SJP-LD,6.0,HFP-LD,1.0,4.0604675e-08,6.984379e-11,4.7899328e-12,7.0643397e-10,9.97838e-11,4.2307005e-11,2.0882739e-07,1.090176e-09,0.999998,7.217907e-10,7.383724e-09,5.6303975e-07,8.538976e-09,1.1255862e-06,1.9970395e-07
../Image/Train_Image\test\HFP-OM\IMG_20230413_120530_1.jpg,8,HFP-OM,8.0,HFP-OM,13.0,SJP-OM,0.0,FMP-ED,11.0,SJP-LD,1.0,8.305719e-06,5.488033e-08,4.8903437e-09,3.7677447e-07,3.8501355e-08,2.3697848e-07,2.5649438e-06,2.460259e-08,0.9999602,2.3994178e-06,3.7466222e-07,3.715093e-06,1.6261683e-07,1.8044853e-05,3.492877e-06
../Image/Train_Image\test\HFP-OM\IMG_20230413_120530_move.jpg,8,HFP-OM,8.0,HFP-OM,13.0,SJP-OM,11.0,SJP-LD,6.0,HFP-LD,1.0,5.6245796e-07,1.525492e-08,2.3390687e-10,8.457318e-08,2.2615847e-09,5.2181774e-09,7.2955015e-07,1.3499981e-09,0.9999883,9.9373125e-08,6.0867e-08,1.2071171e-06,9.636365e-09,8.329679e-06,5.7912916e-07
../Image/Train_Image\test\HFP-OM\IMG_20230413_120548_1_move.jpg,8,HFP-OM,8.0,HFP-OM,12.0,SJP-MD,13.0,SJP-OM,6.0,HFP-LD,1.0,2.1875049e-07,3.4081868e-08,4.4055333e-09,1.5315013e-07,3.0277028e-09,3.8801953e-09,1.4102643e-06,6.6292415e-08,0.9999901,3.890943e-08,1.277065e-06,2.1037408e-07,3.4280226e-06,2.6085936e-06,4.0470616e-07
../Image/Train_Image\test\HFP-OM\IMG_20230413_120548_move.jpg,8,HFP-OM,8.0,HFP-OM,13.0,SJP-OM,14.0,SJP-SD,12.0,SJP-MD,1.0,2.7094097e-07,1.3802026e-09,3.4049547e-10,1.2778727e-08,2.1203671e-10,5.519434e-10,5.1280676e-08,5.4776506e-10,0.99999785,3.891149e-09,7.718342e-08,2.1759034e-07,4.4922285e-07,6.0988356e-07,5.028942e-07
../Image/Train_Image\test\HFP-OM\IMG_20230413_120549_2_horizontal.jpg,8,HFP-OM,8.0,HFP-OM,12.0,SJP-MD,14.0,SJP-SD,10.0,SJP-ED,1.0,5.8250697e-07,1.844423e-09,7.549066e-10,1.9965318e-08,4.328999e-10,4.008942e-10,3.1396092e-07,4.714926e-08,0.9999064,1.3083763e-08,9.430982e-06,5.1833827e-06,5.670733e-05,3.974029e-06,1.7220482e-05
../Image/Train_Image\test\HFP-OM\IMG_20230413_120551_1_horizontal.jpg,8,HFP-OM,8.0,HFP-OM,6.0,HFP-LD,14.0,SJP-SD,10.0,SJP-ED,1.0,5.070727e-07,9.4975675e-08,4.351188e-09,9.5908765e-09,4.8788937e-09,2.3497591e-08,0.00017194767,3.3552365e-07,0.9997371,8.909963e-08,2.5983918e-05,2.9738633e-06,2.5389652e-05,2.6059795e-06,3.2987104e-05
../Image/Train_Image\test\HFP-OM\IMG_20230413_120552_1.jpg,8,HFP-OM,8.0,HFP-OM,6.0,HFP-LD,12.0,SJP-MD,10.0,SJP-ED,1.0,8.849207e-08,1.2400223e-08,1.5869711e-09,1.4441031e-08,1.8758208e-09,7.017645e-10,1.8434715e-05,8.246921e-08,0.9999578,7.821517e-08,8.995037e-06,1.2654374e-06,1.1709809e-05,4.9332513e-08,1.3584167e-06
