图像路径,标注类别ID,标注类别名称,top-1-预测ID,top-1-预测名称,top-2-预测ID,top-2-预测名称,top-3-预测ID,top-3-预测名称,top-4-预测ID,top-4-预测名称,top-n预测正确,开花成熟-中旱-预测置信度,开花成熟-轻旱-预测置信度,开花成熟-适宜-预测置信度,开花成熟-重旱-预测置信度,抽穗开花-中旱-预测置信度,抽穗开花-轻旱-预测置信度,抽穗开花-适宜-预测置信度,抽穗开花-重旱-预测置信度,起身拔节-中旱-预测置信度,起身拔节-轻旱-预测置信度,起身拔节-适宜-预测置信度,起身拔节-重旱-预测置信度
../Image/Train_Image\test\抽穗开花-轻旱\IMG_20230413_115705_3.jpg,5,抽穗开花-轻旱,5.0,抽穗开花-轻旱,4.0,抽穗开花-中旱,6.0,抽穗开花-适宜,1.0,开花成熟-轻旱,1.0,3.7653016e-11,2.4835048e-08,9.965041e-11,1.4553035e-08,2.5060046e-06,0.9999974,5.646351e-08,6.2270494e-11,1.0794619e-08,3.597635e-11,6.174361e-11,2.5187354e-11
../Image/Train_Image\test\抽穗开花-轻旱\IMG_20230413_115710_horizontal.jpg,5,抽穗开花-轻旱,5.0,抽穗开花-轻旱,4.0,抽穗开花-中旱,1.0,开花成熟-轻旱,3.0,开花成熟-重旱,1.0,3.0199104e-07,0.00010631961,6.771781e-07,2.1374504e-05,0.0018101458,0.9980558,1.9431598e-06,3.4051308e-07,2.0163104e-06,1.2067142e-07,5.156706e-08,9.772037e-08
../Image/Train_Image\test\抽穗开花-轻旱\IMG_20230413_115711_3.jpg,5,抽穗开花-轻旱,5.0,抽穗开花-轻旱,4.0,抽穗开花-中旱,6.0,抽穗开花-适宜,1.0,开花成熟-轻旱,1.0,5.1227567e-10,9.91197e-08,4.135941e-10,8.0272805e-08,6.9194266e-06,0.9999926,2.5316945e-07,4.7028154e-10,2.9075041e-08,2.482534e-10,2.0080987e-10,1.4087272e-10
../Image/Train_Image\test\抽穗开花-轻旱\IMG_20230413_115713_1.jpg,5,抽穗开花-轻旱,5.0,抽穗开花-轻旱,4.0,抽穗开花-中旱,1.0,开花成熟-轻旱,3.0,开花成熟-重旱,1.0,7.8028194e-08,2.3535347e-05,5.689653e-08,5.6795097e-06,0.00076418876,0.99920505,4.369705e-07,5.0843305e-08,6.9387835e-07,1.3893054e-08,1.1039556e-08,1.1592459e-08
../Image/Train_Image\test\抽穗开花-轻旱\IMG_20230413_115713_4.jpg,5,抽穗开花-轻旱,5.0,抽穗开花-轻旱,4.0,抽穗开花-中旱,1.0,开花成熟-轻旱,3.0,开花成熟-重旱,1.0,2.3188088e-06,0.0005682849,8.740462e-07,0.0004266299,0.0077558607,0.9910678,2.8530787e-06,2.461859e-06,0.0001612397,1.6378463e-06,1.343445e-06,2.3161833e-06
../Image/Train_Image\test\抽穗开花-轻旱\IMG_20230413_115714_horizontal.jpg,5,抽穗开花-轻旱,5.0,抽穗开花-轻旱,4.0,抽穗开花-中旱,8.0,起身拔节-中旱,3.0,开花成熟-重旱,1.0,1.2104599e-07,2.0667243e-05,6.771105e-08,2.9807074e-05,0.0023665146,0.9973923,1.11932e-06,1.5201498e-06,0.00018678789,2.3723689e-07,1.9626765e-07,2.5357969e-07
../Image/Train_Image\test\抽穗开花-适宜\IMG_20230413_120425_horizontal_horizontal.jpg,6,抽穗开花-适宜,6.0,抽穗开花-适宜,8.0,起身拔节-中旱,5.0,抽穗开花-轻旱,4.0,抽穗开花-中旱,1.0,4.4241982e-10,6.8073595e-11,5.6914518e-11,1.5303318e-08,8.0635644e-08,2.0012212e-05,0.9999573,4.0758946e-10,2.2427583e-05,5.2451172e-09,1.8098769e-08,5.6424643e-08
../Image/Train_Image\test\抽穗开花-适宜\IMG_20230413_120426_move.jpg,6,抽穗开花-适宜,6.0,抽穗开花-适宜,8.0,起身拔节-中旱,5.0,抽穗开花-轻旱,11.0,起身拔节-重旱,1.0,1.8581059e-10,4.8860704e-11,3.452815e-11,9.8384545e-09,3.0938367e-08,1.0774934e-05,0.99994147,4.2489576e-10,4.7675352e-05,5.778877e-09,2.0574168e-08,4.755554e-08
../Image/Train_Image\test\抽穗开花-适宜\IMG_20230413_120427_2.jpg,6,抽穗开花-适宜,6.0,抽穗开花-适宜,5.0,抽穗开花-轻旱,8.0,起身拔节-中旱,4.0,抽穗开花-中旱,1.0,2.2913524e-10,4.670168e-11,5.7321897e-11,2.8848662e-08,1.00065286e-07,4.9221417e-05,0.9999237,2.0011241e-10,2.6789945e-05,2.0659987e-09,1.9019854e-08,5.3223495e-08
../Image/Train_Image\test\抽穗开花-适宜\IMG_20230413_120427_3_horizontal.jpg,6,抽穗开花-适宜,6.0,抽穗开花-适宜,5.0,抽穗开花-轻旱,8.0,起身拔节-中旱,4.0,抽穗开花-中旱,1.0,7.416278e-10,9.5200875e-11,9.6010526e-11,3.563888e-08,3.9544187e-07,0.00067938236,0.9992767,4.0230497e-10,4.34373e-05,4.2371955e-09,1.7231864e-08,2.6667e-08
../Image/Train_Image\test\抽穗开花-适宜\IMG_20230413_120428_1.jpg,6,抽穗开花-适宜,6.0,抽穗开花-适宜,8.0,起身拔节-中旱,5.0,抽穗开花-轻旱,11.0,起身拔节-重旱,1.0,2.8838576e-10,9.160734e-11,4.5512344e-11,3.0762127e-08,3.7907917e-08,1.5624742e-05,0.99991643,5.1189675e-10,6.7785084e-05,5.396788e-09,3.071429e-08,8.049205e-08
../Image/Train_Image\test\抽穗开花-适宜\IMG_20230413_120429_2_horizontal.jpg,6,抽穗开花-适宜,6.0,抽穗开花-适宜,8.0,起身拔节-中旱,5.0,抽穗开花-轻旱,4.0,抽穗开花-中旱,1.0,3.517321e-09,6.7733735e-10,2.922235e-10,2.0761897e-07,3.9100303e-07,9.881237e-05,0.9992416,6.1053043e-09,0.0006585811,3.6682867e-08,1.4493779e-07,3.1494142e-07
../Image/Train_Image\test\抽穗开花-适宜\IMG_20230413_120431_horizontal.jpg,6,抽穗开花-适宜,6.0,抽穗开花-适宜,8.0,起身拔节-中旱,5.0,抽穗开花-轻旱,4.0,抽穗开花-中旱,1.0,5.5892686e-11,1.9510464e-11,8.487767e-12,8.490825e-09,1.3271166e-08,2.3713586e-05,0.99987435,2.7496289e-10,0.00010184405,2.7744644e-09,6.901293e-09,1.1966972e-08
../Image/Train_Image\test\抽穗开花-适宜\IMG_20230413_120505.jpg,6,抽穗开花-适宜,6.0,抽穗开花-适宜,5.0,抽穗开花-轻旱,8.0,起身拔节-中旱,4.0,抽穗开花-中旱,1.0,6.809324e-09,2.2931081e-09,2.3125442e-09,9.546031e-07,1.108405e-06,0.0005911293,0.9992342,6.3635586e-09,0.00017106696,4.4424144e-08,3.5994213e-07,1.0120382e-06
../Image/Train_Image\test\抽穗开花-适宜\IMG_20230413_120506_move.jpg,6,抽穗开花-适宜,6.0,抽穗开花-适宜,5.0,抽穗开花-轻旱,8.0,起身拔节-中旱,4.0,抽穗开花-中旱,1.0,1.065974e-09,3.9260567e-10,2.873104e-10,7.056517e-08,1.2654361e-07,6.864462e-05,0.9999114,1.5044517e-09,1.9394687e-05,1.9431184e-08,6.954196e-08,1.0594199e-07
../Image/Train_Image\test\抽穗开花-适宜\IMG_20230413_120507_horizontal.jpg,6,抽穗开花-适宜,6.0,抽穗开花-适宜,8.0,起身拔节-中旱,5.0,抽穗开花-轻旱,11.0,起身拔节-重旱,1.0,6.3264305e-09,2.7177636e-09,2.7998395e-09,3.5183797e-07,7.110129e-07,6.575819e-05,0.9998616,8.380647e-09,7.0213115e-05,1.5547428e-07,3.7243305e-07,7.9816084e-07
../Image/Train_Image\test\抽穗开花-适宜\IMG_20230413_120508_1_horizontal.jpg,6,抽穗开花-适宜,6.0,抽穗开花-适宜,8.0,起身拔节-中旱,5.0,抽穗开花-轻旱,11.0,起身拔节-重旱,1.0,2.4429077e-09,1.071382e-09,3.7306191e-10,1.4799404e-07,2.3389107e-07,2.955262e-05,0.999843,9.592331e-09,0.00012643756,9.0599904e-08,2.0088987e-07,2.735841e-07
../Image/Train_Image\test\抽穗开花-适宜\IMG_20230413_120508_horizontal.jpg,6,抽穗开花-适宜,6.0,抽穗开花-适宜,8.0,起身拔节-中旱,5.0,抽穗开花-轻旱,11.0,起身拔节-重旱,1.0,1.0883178e-08,2.7331502e-09,1.0544289e-09,3.1195043e-07,3.582623e-07,2.8127815e-05,0.99865675,3.4681396e-08,0.0013108761,4.4049787e-07,1.0915453e-06,1.909961e-06
../Image/Train_Image\test\抽穗开花-适宜\IMG_20230413_120509_1_move.jpg,6,抽穗开花-适宜,6.0,抽穗开花-适宜,8.0,起身拔节-中旱,5.0,抽穗开花-轻旱,11.0,起身拔节-重旱,1.0,8.413779e-09,1.8675752e-09,9.51449e-10,4.961475e-07,5.282304e-07,6.5578286e-05,0.9991689,1.3709107e-08,0.0007616975,1.1707244e-07,7.8407845e-07,1.7982429e-06
../Image/Train_Image\test\抽穗开花-适宜\IMG_20230413_120510_1_horizontal.jpg,6,抽穗开花-适宜,6.0,抽穗开花-适宜,8.0,起身拔节-中旱,5.0,抽穗开花-轻旱,11.0,起身拔节-重旱,1.0,6.211771e-09,2.4841458e-09,1.2602298e-09,2.9230722e-07,2.8723198e-07,2.5687958e-05,0.99984765,5.767368e-09,0.00012474862,9.367191e-08,4.0236887e-07,8.2625326e-07
../Image/Train_Image\test\抽穗开花-适宜\IMG_20230413_120510_3.jpg,6,抽穗开花-适宜,6.0,抽穗开花-适宜,5.0,抽穗开花-轻旱,8.0,起身拔节-中旱,4.0,抽穗开花-中旱,1.0,5.714028e-10,9.070424e-11,8.392997e-11,4.796598e-08,6.518802e-08,1.6313357e-05,0.999977,2.2460095e-10,6.4943665e-06,3.0162273e-09,1.9726508e-08,5.3190305e-08
../Image/Train_Image\test\抽穗开花-适宜\IMG_20230413_120510_4_horizontal.jpg,6,抽穗开花-适宜,6.0,抽穗开花-适宜,5.0,抽穗开花-轻旱,8.0,起身拔节-中旱,4.0,抽穗开花-中旱,1.0,5.1724522e-09,3.210534e-09,1.7182782e-09,3.76445e-07,6.871409e-07,0.00014553824,0.9997968,6.7496373e-09,5.6066878e-05,7.447909e-08,1.7835042e-07,2.2533223e-07
../Image/Train_Image\test\抽穗开花-适宜\IMG_20230413_120511_1.jpg,6,抽穗开花-适宜,6.0,抽穗开花-适宜,5.0,抽穗开花-轻旱,8.0,起身拔节-中旱,4.0,抽穗开花-中旱,1.0,2.0157187e-10,4.4248563e-11,1.7595828e-11,1.3579087e-08,3.2979898e-08,2.9343159e-05,0.9999616,2.6926728e-10,8.967517e-06,2.0690467e-09,9.494226e-09,1.1453423e-08
../Image/Train_Image\test\抽穗开花-适宜\IMG_20230413_120512.jpg,6,抽穗开花-适宜,6.0,抽穗开花-适宜,5.0,抽穗开花-轻旱,8.0,起身拔节-中旱,4.0,抽穗开花-中旱,1.0,7.4017126e-10,3.6711859e-10,2.510546e-10,6.0556204e-08,1.3108875e-07,9.121458e-05,0.9998969,1.0986824e-09,1.1697399e-05,1.29848186e-08,3.1156866e-08,4.7077464e-08
../Image/Train_Image\test\抽穗开花-适宜\IMG_20230413_120512_move.jpg,6,抽穗开花-适宜,6.0,抽穗开花-适宜,5.0,抽穗开花-轻旱,8.0,起身拔节-中旱,4.0,抽穗开花-中旱,1.0,7.385145e-10,4.1585796e-10,2.9668037e-10,6.519749e-08,1.4564385e-07,0.00012289047,0.9998647,1.3484083e-09,1.2151917e-05,9.897021e-09,2.4026436e-08,3.3313782e-08
../Image/Train_Image\test\抽穗开花-适宜\IMG_20230413_120520_2.jpg,6,抽穗开花-适宜,6.0,抽穗开花-适宜,8.0,起身拔节-中旱,5.0,抽穗开花-轻旱,11.0,起身拔节-重旱,1.0,1.8297489e-09,1.1817128e-09,6.1592076e-10,1.3874617e-07,1.4321817e-07,2.2257738e-05,0.9999467,2.973093e-09,3.0109864e-05,8.928828e-08,2.308645e-07,2.416536e-07
../Image/Train_Image\test\抽穗开花-适宜\IMG_20230413_120521.jpg,6,抽穗开花-适宜,6.0,抽穗开花-适宜,8.0,起身拔节-中旱,5.0,抽穗开花-轻旱,10.0,起身拔节-适宜,1.0,2.917769e-10,4.6565474e-10,7.090503e-11,4.0682e-08,1.8931267e-08,9.082167e-06,0.99997973,4.4996995e-10,1.1110884e-05,6.7147488e-09,4.178041e-08,3.760038e-08
../Image/Train_Image\test\抽穗开花-适宜\IMG_20230413_120521_move.jpg,6,抽穗开花-适宜,6.0,抽穗开花-适宜,8.0,起身拔节-中旱,5.0,抽穗开花-轻旱,10.0,起身拔节-适宜,1.0,1.3619961e-09,1.7701443e-09,5.261379e-10,1.0793169e-07,7.912779e-08,1.9324116e-05,0.9999578,2.2334594e-09,2.2155758e-05,4.0084032e-08,2.1400821e-07,1.7848754e-07
../Image/Train_Image\test\抽穗开花-适宜\IMG_20230413_120522_horizontal.jpg,6,抽穗开花-适宜,6.0,抽穗开花-适宜,8.0,起身拔节-中旱,5.0,抽穗开花-轻旱,11.0,起身拔节-重旱,1.0,2.5755305e-09,2.093484e-09,3.826177e-10,9.189777e-08,1.3165455e-07,2.4768236e-05,0.9998549,4.901604e-09,0.000119449294,6.9121626e-08,2.1867002e-07,2.5935606e-07
../Image/Train_Image\test\抽穗开花-适宜\IMG_20230413_120523_1_horizontal.jpg,6,抽穗开花-适宜,6.0,抽穗开花-适宜,8.0,起身拔节-中旱,5.0,抽穗开花-轻旱,10.0,起身拔节-适宜,1.0,7.492647e-09,7.052909e-09,1.7969632e-09,5.966708e-07,2.848883e-07,3.1521304e-05,0.99991727,9.113087e-09,4.8905214e-05,2.6304977e-07,7.1581377e-07,3.9027316e-07
../Image/Train_Image\test\抽穗开花-适宜\IMG_20230413_120523_horizontal.jpg,6,抽穗开花-适宜,6.0,抽穗开花-适宜,8.0,起身拔节-中旱,5.0,抽穗开花-轻旱,3.0,开花成熟-重旱,1.0,2.8322957e-09,1.9893092e-09,4.3830548e-10,2.761019e-07,1.1798875e-07,1.5135124e-05,0.9999125,3.5681065e-09,7.14935e-05,5.4709876e-08,2.4548675e-07,1.6707583e-07
../Image/Train_Image\test\抽穗开花-适宜\IMG_20230413_120524_1_move.jpg,6,抽穗开花-适宜,6.0,抽穗开花-适宜,5.0,抽穗开花-轻旱,8.0,起身拔节-中旱,3.0,开花成熟-重旱,1.0,5.985296e-10,3.8490083e-10,1.0811455e-10,7.1029376e-08,4.412317e-08,1.1459686e-05,0.9999794,5.6360006e-10,9.04214e-06,9.992984e-09,3.15218e-08,4.1446476e-08
../Image/Train_Image\test\抽穗开花-适宜\IMG_20230413_120524_3_horizontal.jpg,6,抽穗开花-适宜,6.0,抽穗开花-适宜,5.0,抽穗开花-轻旱,8.0,起身拔节-中旱,4.0,抽穗开花-中旱,1.0,1.03647e-11,5.7263556e-12,4.799795e-12,1.3898938e-09,3.6787677e-09,4.9731143e-06,0.9999949,5.23613e-12,1.4468178e-07,1.5216327e-10,4.731573e-10,4.9635e-10
../Image/Train_Image\test\抽穗开花-适宜\IMG_20230413_120525_2.jpg,6,抽穗开花-适宜,6.0,抽穗开花-适宜,5.0,抽穗开花-轻旱,8.0,起身拔节-中旱,4.0,抽穗开花-中旱,1.0,1.1988727e-10,9.861922e-11,3.44128e-11,1.58245e-08,2.136975e-08,1.4588569e-05,0.9999807,2.6340322e-10,4.6791038e-06,2.914025e-09,6.9907955e-09,6.284367e-09
../Image/Train_Image\test\抽穗开花-适宜\IMG_20230413_120526_1_horizontal.jpg,6,抽穗开花-适宜,6.0,抽穗开花-适宜,5.0,抽穗开花-轻旱,8.0,起身拔节-中旱,11.0,起身拔节-重旱,1.0,2.4997174e-10,1.3206321e-10,5.7668724e-11,1.26269795e-08,2.5564816e-08,1.6172231e-05,0.9999783,1.8555324e-10,5.471248e-06,2.8694587e-09,1.6910981e-08,2.724955e-08
../Image/Train_Image\test\抽穗开花-适宜\IMG_20230413_120526_3.jpg,6,抽穗开花-适宜,6.0,抽穗开花-适宜,5.0,抽穗开花-轻旱,8.0,起身拔节-中旱,4.0,抽穗开花-中旱,1.0,1.6802505e-10,1.0264996e-10,7.072145e-11,1.672457e-08,3.4235455e-08,1.2881302e-05,0.9999851,1.3759446e-10,2.0174086e-06,1.9761717e-09,1.0242144e-08,1.2164703e-08
../Image/Train_Image\test\抽穗开花-适宜\IMG_20230413_120526_move.jpg,6,抽穗开花-适宜,6.0,抽穗开花-适宜,5.0,抽穗开花-轻旱,8.0,起身拔节-中旱,4.0,抽穗开花-中旱,1.0,4.5195184e-11,5.932971e-11,2.3844779e-11,1.3184718e-08,1.3940028e-08,3.0954678e-05,0.9999672,1.1372432e-10,1.7384141e-06,7.645149e-10,2.6149112e-09,1.3049087e-09
../Image/Train_Image\test\抽穗开花-适宜\IMG_20230413_120527_2.jpg,6,抽穗开花-适宜,6.0,抽穗开花-适宜,5.0,抽穗开花-轻旱,8.0,起身拔节-中旱,11.0,起身拔节-重旱,1.0,7.037136e-10,4.217096e-10,1.7791614e-10,4.4890974e-08,7.77937e-08,1.028969e-05,0.99998105,3.8283093e-10,8.325877e-06,1.7110274e-08,3.902748e-08,7.81095e-08
../Image/Train_Image\test\抽穗开花-适宜\IMG_20230413_120528_move.jpg,6,抽穗开花-适宜,6.0,抽穗开花-适宜,5.0,抽穗开花-轻旱,8.0,起身拔节-中旱,4.0,抽穗开花-中旱,1.0,3.8769977e-11,1.9008298e-11,2.0860614e-11,1.0483589e-08,1.5872635e-08,6.7049978e-06,0.9999927,3.4599077e-11,5.460914e-07,8.440636e-10,4.074051e-09,6.6634067e-09
../Image/Train_Image\test\抽穗开花-适宜\IMG_20230413_120529_2_horizontal.jpg,6,抽穗开花-适宜,6.0,抽穗开花-适宜,5.0,抽穗开花-轻旱,8.0,起身拔节-中旱,4.0,抽穗开花-中旱,1.0,4.4703272e-11,3.4017796e-11,1.937045e-11,6.7658603e-09,1.2868203e-08,7.4101135e-06,0.9999906,1.1477646e-10,1.9618767e-06,1.4500591e-09,3.4715182e-09,3.765122e-09
../Image/Train_Image\test\抽穗开花-适宜\IMG_20230413_120529_4_horizontal.jpg,6,抽穗开花-适宜,6.0,抽穗开花-适宜,5.0,抽穗开花-轻旱,8.0,起身拔节-中旱,4.0,抽穗开花-中旱,1.0,2.9239076e-11,3.6567502e-11,1.9444907e-11,3.775221e-09,1.1039101e-08,7.924041e-06,0.9999914,6.9900634e-11,5.985469e-07,8.678248e-10,1.9929565e-09,1.5806684e-09
../Image/Train_Image\test\抽穗开花-适宜\IMG_20230413_120530_1.jpg,6,抽穗开花-适宜,6.0,抽穗开花-适宜,5.0,抽穗开花-轻旱,8.0,起身拔节-中旱,4.0,抽穗开花-中旱,1.0,4.2013046e-11,4.0980448e-11,1.0271908e-11,3.7147563e-09,5.4001257e-09,2.6529071e-06,0.9999969,3.4807327e-11,4.4986422e-07,3.9267892e-10,1.9399284e-09,2.0949837e-09
../Image/Train_Image\test\抽穗开花-适宜\IMG_20230413_120530_move.jpg,6,抽穗开花-适宜,6.0,抽穗开花-适宜,5.0,抽穗开花-轻旱,8.0,起身拔节-中旱,4.0,抽穗开花-中旱,1.0,1.1526712e-11,1.09268514e-11,5.101326e-12,1.4503433e-09,2.0949336e-09,1.9849354e-06,0.99999774,2.1200664e-11,2.2350338e-07,3.5097703e-10,9.367104e-10,6.655625e-10
../Image/Train_Image\test\抽穗开花-适宜\IMG_20230413_120548_1_move.jpg,6,抽穗开花-适宜,6.0,抽穗开花-适宜,5.0,抽穗开花-轻旱,8.0,起身拔节-中旱,11.0,起身拔节-重旱,1.0,5.614403e-10,3.5090172e-10,2.6723979e-10,6.649787e-08,6.003035e-08,1.5159714e-05,0.9999776,3.5622033e-10,6.9359385e-06,8.976707e-09,4.2248068e-08,1.6109232e-07
../Image/Train_Image\test\抽穗开花-适宜\IMG_20230413_120548_move.jpg,6,抽穗开花-适宜,6.0,抽穗开花-适宜,5.0,抽穗开花-轻旱,8.0,起身拔节-中旱,11.0,起身拔节-重旱,1.0,8.5643964e-11,4.827568e-11,2.9543503e-11,8.989091e-09,1.0812554e-08,4.4116423e-06,0.9999943,5.8025255e-11,1.2717021e-06,1.6695456e-09,5.1441815e-09,2.145937e-08
../Image/Train_Image\test\抽穗开花-适宜\IMG_20230413_120549_2_horizontal.jpg,6,抽穗开花-适宜,6.0,抽穗开花-适宜,8.0,起身拔节-中旱,5.0,抽穗开花-轻旱,11.0,起身拔节-重旱,1.0,9.403914e-10,6.08607e-10,4.8707366e-10,6.895928e-08,6.715569e-08,5.6242793e-06,0.9999869,4.077578e-10,6.7543565e-06,1.6418833e-08,6.7184644e-08,5.300542e-07
../Image/Train_Image\test\抽穗开花-适宜\IMG_20230413_120551_1_horizontal.jpg,6,抽穗开花-适宜,6.0,抽穗开花-适宜,5.0,抽穗开花-轻旱,8.0,起身拔节-中旱,11.0,起身拔节-重旱,1.0,2.7242204e-09,1.4694329e-09,1.2194765e-09,2.312929e-07,2.8642444e-07,5.2464828e-05,0.9999019,2.4766587e-09,4.4308552e-05,3.9704993e-08,1.3023285e-07,6.389095e-07
../Image/Train_Image\test\抽穗开花-适宜\IMG_20230413_120552_1.jpg,6,抽穗开花-适宜,6.0,抽穗开花-适宜,8.0,起身拔节-中旱,5.0,抽穗开花-轻旱,11.0,起身拔节-重旱,1.0,9.814714e-09,5.4770464e-09,3.0430036e-09,4.579094e-07,3.9718884e-07,4.9519283e-05,0.9997954,1.0380531e-08,0.00015103629,1.6438912e-07,3.938563e-07,2.6084635e-06
../Image/Train_Image\test\抽穗开花-适宜\IMG_20230413_120553.jpg,6,抽穗开花-适宜,6.0,抽穗开花-适宜,5.0,抽穗开花-轻旱,8.0,起身拔节-中旱,11.0,起身拔节-重旱,1.0,7.236421e-12,4.8056333e-12,7.036223e-12,9.024331e-10,2.2357514e-09,2.5319757e-06,0.9999974,5.7114474e-12,1.0389172e-07,1.8867165e-10,5.518515e-10,2.2979696e-09
../Image/Train_Image\test\抽穗开花-适宜\IMG_20230413_120553_move.jpg,6,抽穗开花-适宜,6.0,抽穗开花-适宜,5.0,抽穗开花-轻旱,8.0,起身拔节-中旱,11.0,起身拔节-重旱,1.0,4.0434904e-12,2.9623966e-12,2.4427019e-12,5.77233e-10,1.2730611e-09,1.3195901e-06,0.99999857,2.8791505e-12,8.658462e-08,9.3408795e-11,2.617597e-10,1.4358142e-09
../Image/Train_Image\test\抽穗开花-适宜\IMG_20230413_120555_1.jpg,6,抽穗开花-适宜,6.0,抽穗开花-适宜,8.0,起身拔节-中旱,5.0,抽穗开花-轻旱,11.0,起身拔节-重旱,1.0,3.2451877e-10,1.7301396e-10,1.00025335e-10,2.789968e-08,3.3892942e-08,1.044747e-05,0.99997795,2.6320562e-10,1.1465266e-05,7.2471478e-09,3.592092e-08,1.2517252e-07
../Image/Train_Image\test\抽穗开花-适宜\IMG_20230413_120555_move.jpg,6,抽穗开花-适宜,6.0,抽穗开花-适宜,5.0,抽穗开花-轻旱,8.0,起身拔节-中旱,11.0,起身拔节-重旱,1.0,5.7405575e-10,1.6525081e-10,1.3332789e-10,2.8871753e-08,4.2644874e-08,2.9843652e-05,0.9999571,2.7642336e-10,1.2826539e-05,4.980708e-09,2.7553298e-08,1.2415165e-07
../Image/Train_Image\test\抽穗开花-适宜\IMG_20230413_120556_2_horizontal.jpg,6,抽穗开花-适宜,6.0,抽穗开花-适宜,5.0,抽穗开花-轻旱,8.0,起身拔节-中旱,11.0,起身拔节-重旱,1.0,5.0837806e-10,1.4598345e-10,7.438846e-11,3.6923055e-08,7.1001566e-08,1.4661318e-05,0.99997497,3.364291e-10,1.0205979e-05,6.365908e-09,3.5151675e-08,1.0673937e-07
../Image/Train_Image\test\抽穗开花-适宜\IMG_20230413_120558_1.jpg,6,抽穗开花-适宜,6.0,抽穗开花-适宜,5.0,抽穗开花-轻旱,8.0,起身拔节-中旱,11.0,起身拔节-重旱,1.0,3.1752376e-10,1.2789174e-10,6.9875085e-11,1.9893205e-08,2.3426605e-08,1.01941305e-05,0.9999863,2.0673807e-10,3.4178183e-06,5.4446336e-09,2.0148097e-08,5.5953752e-08
../Image/Train_Image\test\抽穗开花-适宜\IMG_20230413_120558_horizontal.jpg,6,抽穗开花-适宜,6.0,抽穗开花-适宜,8.0,起身拔节-中旱,5.0,抽穗开花-轻旱,11.0,起身拔节-重旱,1.0,1.3241203e-08,5.399062e-09,1.2838018e-09,3.7636684e-07,2.3120448e-07,1.005343e-05,0.99966455,6.424717e-09,0.0003169386,2.186732e-07,9.1387795e-07,6.5985532e-06
../Image/Train_Image\test\抽穗开花-适宜\IMG_20230413_120559_1_move.jpg,6,抽穗开花-适宜,6.0,抽穗开花-适宜,5.0,抽穗开花-轻旱,8.0,起身拔节-中旱,11.0,起身拔节-重旱,1.0,4.779748e-10,2.0460077e-10,1.3613474e-10,3.4506158e-08,4.695859e-08,1.2962246e-05,0.99998176,2.456371e-10,5.1223988e-06,6.1437744e-09,2.4456165e-08,8.185608e-08
../Image/Train_Image\test\抽穗开花-重旱\IMG_20230415_163228_1.jpg,7,抽穗开花-重旱,7.0,抽穗开花-重旱,3.0,开花成熟-重旱,8.0,起身拔节-中旱,4.0,抽穗开花-中旱,1.0,1.7675551e-05,1.4393629e-05,7.0181327e-06,0.0019773168,3.3860648e-05,2.2968654e-06,6.908806e-08,0.99786097,7.080219e-05,1.0050357e-05,4.618468e-06,1.7461979e-07
../Image/Train_Image\test\抽穗开花-重旱\IMG_20230415_163231_1.jpg,7,抽穗开花-重旱,7.0,抽穗开花-重旱,3.0,开花成熟-重旱,8.0,起身拔节-中旱,4.0,抽穗开花-中旱,1.0,7.3483076e-05,4.6957775e-05,5.5257853e-05,0.00054520747,0.000116147035,9.539459e-06,6.400152e-07,0.998862,0.00025460948,2.1647624e-05,6.22044e-06,2.44998e-06
../Image/Train_Image\test\抽穗开花-重旱\IMG_20230415_163234.jpg,7,抽穗开花-重旱,7.0,抽穗开花-重旱,3.0,开花成熟-重旱,4.0,抽穗开花-中旱,8.0,起身拔节-中旱,1.0,0.0040620724,0.0052518537,0.0021043587,0.11182072,0.021763306,0.0015754276,4.0839834e-05,0.84626466,0.005679667,0.0006420736,0.00025935908,0.00020769908
../Image/Train_Image\test\抽穗开花-重旱\IMG_20230415_163236.jpg,7,抽穗开花-重旱,7.0,抽穗开花-重旱,8.0,起身拔节-中旱,3.0,开花成熟-重旱,1.0,开花成熟-轻旱,1.0,1.4348156e-07,2.232451e-06,2.0851314e-07,5.7909792e-06,3.9618152e-07,4.1102885e-07,3.5367723e-08,0.99996257,2.7291657e-05,4.906814e-07,2.3820557e-07,1.0797807e-08
../Image/Train_Image\test\抽穗开花-重旱\IMG_20230415_163237_1.jpg,7,抽穗开花-重旱,7.0,抽穗开花-重旱,8.0,起身拔节-中旱,1.0,开花成熟-轻旱,3.0,开花成熟-重旱,1.0,1.4639623e-07,1.14733075e-05,1.2496672e-06,9.096618e-06,1.3679789e-06,6.852616e-07,1.0724657e-08,0.999959,1.6382019e-05,4.2493303e-07,8.9925514e-08,7.514055e-09
../Image/Train_Image\test\抽穗开花-重旱\IMG_20230415_163238_1.jpg,7,抽穗开花-重旱,7.0,抽穗开花-重旱,1.0,开花成熟-轻旱,3.0,开花成熟-重旱,4.0,抽穗开花-中旱,1.0,4.4595967e-05,0.00040447575,4.733753e-05,0.00024773777,0.00013261611,1.2769674e-05,2.0247465e-07,0.99898857,0.00010148518,1.2261248e-05,3.7947295e-06,9.864924e-07
