图像路径,标注类别ID,标注类别名称,top-1-预测ID,top-1-预测名称,top-2-预测ID,top-2-预测名称,top-3-预测ID,top-3-预测名称,top-4-预测ID,top-4-预测名称,top-n预测正确,开花成熟-中旱-预测置信度,开花成熟-轻旱-预测置信度,开花成熟-适宜-预测置信度,开花成熟-重旱-预测置信度,抽穗开花-中旱-预测置信度,抽穗开花-轻旱-预测置信度,抽穗开花-适宜-预测置信度,抽穗开花-重旱-预测置信度,起身拔节-中旱-预测置信度,起身拔节-轻旱-预测置信度,起身拔节-适宜-预测置信度,起身拔节-重旱-预测置信度
../Image/Train_Image\test\抽穗开花-轻旱\IMG_20230413_115659_horizontal.jpg,5,抽穗开花-轻旱,5.0,抽穗开花-轻旱,11.0,起身拔节-重旱,8.0,起身拔节-中旱,4.0,抽穗开花-中旱,1.0,4.1715243e-06,0.00053542317,6.249358e-05,9.888109e-06,0.069375694,0.57128775,0.0031897984,0.0024240282,0.10017146,0.061717615,0.023282934,0.16643935
../Image/Train_Image\test\抽穗开花-轻旱\IMG_20230413_115701_1.jpg,5,抽穗开花-轻旱,5.0,抽穗开花-轻旱,11.0,起身拔节-重旱,9.0,起身拔节-轻旱,8.0,起身拔节-中旱,1.0,1.2517913e-05,0.00069590943,0.00011879622,1.9513649e-05,0.08909998,0.4007777,0.0010411796,0.0038453452,0.11131944,0.1363268,0.035137855,0.2190759
../Image/Train_Image\test\抽穗开花-轻旱\IMG_20230413_115701_horizontal.jpg,5,抽穗开花-轻旱,5.0,抽穗开花-轻旱,11.0,起身拔节-重旱,9.0,起身拔节-轻旱,8.0,起身拔节-中旱,1.0,9.600443e-06,0.00061005104,7.252198e-05,1.3591524e-05,0.096320644,0.47295213,0.0006925479,0.0032433667,0.096658364,0.10897304,0.025877839,0.19308299
../Image/Train_Image\test\抽穗开花-轻旱\IMG_20230413_115702_horizontal.jpg,5,抽穗开花-轻旱,5.0,抽穗开花-轻旱,4.0,抽穗开花-中旱,11.0,起身拔节-重旱,8.0,起身拔节-中旱,1.0,4.2504075e-06,0.0004579959,8.015435e-05,1.32911355e-05,0.12654245,0.613825,0.000989913,0.0036850455,0.07659313,0.05387293,0.016017156,0.10670617
../Image/Train_Image\test\抽穗开花-轻旱\IMG_20230413_115703_3.jpg,5,抽穗开花-轻旱,5.0,抽穗开花-轻旱,11.0,起身拔节-重旱,8.0,起身拔节-中旱,9.0,起身拔节-轻旱,1.0,5.5645196e-06,0.00052250974,6.729792e-05,6.871179e-06,0.07057543,0.42799816,0.0019230248,0.0012538536,0.1350075,0.08055226,0.023552045,0.25717178
../Image/Train_Image\test\抽穗开花-轻旱\IMG_20230413_115704_horizontal.jpg,5,抽穗开花-轻旱,5.0,抽穗开花-轻旱,11.0,起身拔节-重旱,4.0,抽穗开花-中旱,8.0,起身拔节-中旱,1.0,5.4698858e-06,0.00060046936,5.9720984e-05,8.714234e-06,0.0987279,0.4647763,0.0011065572,0.0018268166,0.08477972,0.08464132,0.021221261,0.24119638
../Image/Train_Image\test\抽穗开花-轻旱\IMG_20230413_115705_3.jpg,5,抽穗开花-轻旱,5.0,抽穗开花-轻旱,11.0,起身拔节-重旱,4.0,抽穗开花-中旱,9.0,起身拔节-轻旱,1.0,9.33392e-06,0.00058955606,0.00011178183,1.3828993e-05,0.12165152,0.4320817,0.0008663934,0.0024188077,0.10261451,0.10524156,0.025561947,0.20683362
../Image/Train_Image\test\抽穗开花-轻旱\IMG_20230413_115710_horizontal.jpg,5,抽穗开花-轻旱,5.0,抽穗开花-轻旱,11.0,起身拔节-重旱,8.0,起身拔节-中旱,4.0,抽穗开花-中旱,1.0,5.570481e-06,0.00053990487,6.336074e-05,1.1844792e-05,0.08146469,0.5620018,0.0014953456,0.0033539622,0.082374595,0.07477866,0.02474549,0.16779163
../Image/Train_Image\test\抽穗开花-轻旱\IMG_20230413_115711_3.jpg,5,抽穗开花-轻旱,5.0,抽穗开花-轻旱,11.0,起身拔节-重旱,8.0,起身拔节-中旱,9.0,起身拔节-轻旱,1.0,6.615127e-06,0.0005494315,8.9060035e-05,1.0051632e-05,0.08732826,0.4474967,0.0017599481,0.0017525459,0.11792639,0.095568664,0.028525045,0.21718794
../Image/Train_Image\test\抽穗开花-轻旱\IMG_20230413_115713_1.jpg,5,抽穗开花-轻旱,5.0,抽穗开花-轻旱,11.0,起身拔节-重旱,9.0,起身拔节-轻旱,8.0,起身拔节-中旱,1.0,1.0848334e-05,0.00053214637,8.439048e-05,1.3651362e-05,0.09187837,0.37141287,0.0008171886,0.0031179562,0.11953306,0.13386992,0.031018429,0.24579416
../Image/Train_Image\test\抽穗开花-轻旱\IMG_20230413_115713_4.jpg,5,抽穗开花-轻旱,11.0,起身拔节-重旱,9.0,起身拔节-轻旱,8.0,起身拔节-中旱,5.0,抽穗开花-轻旱,1.0,3.419336e-05,0.0006977251,0.00011426697,1.5329639e-05,0.029085817,0.13052861,0.00085453485,0.0019843923,0.1711726,0.29487064,0.05485702,0.31323835
../Image/Train_Image\test\抽穗开花-轻旱\IMG_20230413_115714_horizontal.jpg,5,抽穗开花-轻旱,11.0,起身拔节-重旱,9.0,起身拔节-轻旱,8.0,起身拔节-中旱,5.0,抽穗开花-轻旱,1.0,4.3631724e-05,0.0009165653,0.00012515442,1.8603547e-05,0.032312367,0.13296625,0.0010898749,0.0031882084,0.15882713,0.26877525,0.055660594,0.34205124
../Image/Train_Image\test\抽穗开花-适宜\IMG_20230413_120425_horizontal_horizontal.jpg,6,抽穗开花-适宜,6.0,抽穗开花-适宜,11.0,起身拔节-重旱,8.0,起身拔节-中旱,10.0,起身拔节-适宜,1.0,9.436011e-06,0.00040473105,1.7783615e-05,5.0214403e-06,0.00011160773,0.0068630707,0.76564515,0.0004711142,0.06879985,0.03218691,0.046420902,0.07544369
../Image/Train_Image\test\抽穗开花-适宜\IMG_20230413_120426_move.jpg,6,抽穗开花-适宜,6.0,抽穗开花-适宜,11.0,起身拔节-重旱,8.0,起身拔节-中旱,10.0,起身拔节-适宜,1.0,9.792211e-06,0.0003870633,1.9612206e-05,5.416046e-06,0.00011356798,0.006311661,0.7830681,0.00046896967,0.065839365,0.029419811,0.04302326,0.06738971
../Image/Train_Image\test\抽穗开花-适宜\IMG_20230413_120427_2.jpg,6,抽穗开花-适宜,6.0,抽穗开花-适宜,8.0,起身拔节-中旱,11.0,起身拔节-重旱,10.0,起身拔节-适宜,1.0,4.9507603e-06,0.00032697915,1.1564338e-05,3.3550411e-06,7.818597e-05,0.005596444,0.85505635,0.00032111522,0.04993284,0.016431937,0.025160974,0.04480683
../Image/Train_Image\test\抽穗开花-适宜\IMG_20230413_120427_3_horizontal.jpg,6,抽穗开花-适宜,6.0,抽穗开花-适宜,8.0,起身拔节-中旱,11.0,起身拔节-重旱,10.0,起身拔节-适宜,1.0,5.0021004e-06,0.00034390262,1.2351329e-05,3.0705128e-06,9.434328e-05,0.006961681,0.8326013,0.00029994774,0.058029473,0.020750608,0.028579006,0.05017059
../Image/Train_Image\test\抽穗开花-适宜\IMG_20230413_120428_1.jpg,6,抽穗开花-适宜,6.0,抽穗开花-适宜,8.0,起身拔节-中旱,11.0,起身拔节-重旱,10.0,起身拔节-适宜,1.0,5.093514e-06,0.00029065402,1.4152551e-05,3.976097e-06,9.4513925e-05,0.0059985626,0.873891,0.00036963914,0.041757457,0.014407835,0.023412108,0.037010618
../Image/Train_Image\test\抽穗开花-适宜\IMG_20230413_120429_2_horizontal.jpg,6,抽穗开花-适宜,6.0,抽穗开花-适宜,8.0,起身拔节-中旱,11.0,起身拔节-重旱,10.0,起身拔节-适宜,1.0,2.1886146e-06,0.00016721424,5.563234e-06,1.7234901e-06,4.2109095e-05,0.0040502143,0.91615105,0.00019568518,0.02914247,0.009047455,0.014811931,0.025285346
../Image/Train_Image\test\抽穗开花-适宜\IMG_20230413_120431_horizontal.jpg,6,抽穗开花-适宜,6.0,抽穗开花-适宜,8.0,起身拔节-中旱,11.0,起身拔节-重旱,10.0,起身拔节-适宜,1.0,2.8722484e-06,0.0002057935,8.766704e-06,2.6073678e-06,8.867223e-05,0.0067714034,0.8912258,0.00027986447,0.04072863,0.011198205,0.015607347,0.032190587
../Image/Train_Image\test\抽穗开花-适宜\IMG_20230413_120505.jpg,6,抽穗开花-适宜,6.0,抽穗开花-适宜,8.0,起身拔节-中旱,11.0,起身拔节-重旱,10.0,起身拔节-适宜,1.0,3.1284999e-06,0.00021061744,7.165347e-06,1.7911163e-06,6.847953e-05,0.0067636822,0.8251911,0.00025912293,0.06144707,0.025767962,0.034219008,0.044738967
../Image/Train_Image\test\抽穗开花-适宜\IMG_20230413_120506_move.jpg,6,抽穗开花-适宜,6.0,抽穗开花-适宜,8.0,起身拔节-中旱,11.0,起身拔节-重旱,10.0,起身拔节-适宜,1.0,4.863823e-06,0.00022388666,1.1316517e-05,3.0100448e-06,0.00011130254,0.008828813,0.80231786,0.0004072486,0.07244237,0.03282549,0.037059266,0.043435812
../Image/Train_Image\test\抽穗开花-适宜\IMG_20230413_120507_horizontal.jpg,6,抽穗开花-适宜,6.0,抽穗开花-适宜,8.0,起身拔节-中旱,10.0,起身拔节-适宜,11.0,起身拔节-重旱,1.0,8.014187e-06,0.00023317615,1.1819064e-05,3.0183608e-06,6.060095e-05,0.004648785,0.7420503,0.00043278618,0.0746153,0.050637156,0.0695576,0.055375714
../Image/Train_Image\test\抽穗开花-适宜\IMG_20230413_120508_1_horizontal.jpg,6,抽穗开花-适宜,6.0,抽穗开花-适宜,8.0,起身拔节-中旱,10.0,起身拔节-适宜,11.0,起身拔节-重旱,1.0,6.649985e-06,0.0002002128,1.1633228e-05,2.6224425e-06,6.425242e-05,0.0047333045,0.749486,0.00035479074,0.079832025,0.047153622,0.061268326,0.05478279
../Image/Train_Image\test\抽穗开花-适宜\IMG_20230413_120508_horizontal.jpg,6,抽穗开花-适宜,6.0,抽穗开花-适宜,10.0,起身拔节-适宜,8.0,起身拔节-中旱,11.0,起身拔节-重旱,1.0,8.197354e-06,0.00024953368,1.221359e-05,2.9566422e-06,6.643547e-05,0.0045532696,0.7161472,0.00040653927,0.07804528,0.056918696,0.07991374,0.061348762
../Image/Train_Image\test\抽穗开花-适宜\IMG_20230413_120509_1_move.jpg,6,抽穗开花-适宜,6.0,抽穗开花-适宜,8.0,起身拔节-中旱,11.0,起身拔节-重旱,10.0,起身拔节-适宜,1.0,1.4086228e-05,0.00031075266,2.2897526e-05,4.65014e-06,0.0001092208,0.007100616,0.66526616,0.0005331458,0.11785772,0.064293355,0.06949608,0.07082947
../Image/Train_Image\test\抽穗开花-适宜\IMG_20230413_120510_1_horizontal.jpg,6,抽穗开花-适宜,6.0,抽穗开花-适宜,8.0,起身拔节-中旱,11.0,起身拔节-重旱,10.0,起身拔节-适宜,1.0,9.597562e-06,0.00025309456,1.5220021e-05,3.5751566e-06,8.863873e-05,0.0063820984,0.7100106,0.00045603252,0.10378302,0.052379142,0.061509755,0.062071104
../Image/Train_Image\test\抽穗开花-适宜\IMG_20230413_120510_3.jpg,6,抽穗开花-适宜,6.0,抽穗开花-适宜,8.0,起身拔节-中旱,11.0,起身拔节-重旱,10.0,起身拔节-适宜,1.0,9.93202e-06,0.0002795942,1.9189143e-05,4.617422e-06,0.00012218603,0.007883558,0.75763506,0.00053364417,0.084230974,0.0428898,0.046751183,0.05561777
../Image/Train_Image\test\抽穗开花-适宜\IMG_20230413_120510_4_horizontal.jpg,6,抽穗开花-适宜,6.0,抽穗开花-适宜,8.0,起身拔节-中旱,11.0,起身拔节-重旱,10.0,起身拔节-适宜,1.0,2.9173623e-06,0.00016439722,7.0843007e-06,1.9755134e-06,6.5495864e-05,0.0060971715,0.8565922,0.00025197322,0.05336003,0.019466266,0.028936604,0.033681978
../Image/Train_Image\test\抽穗开花-适宜\IMG_20230413_120511_1.jpg,6,抽穗开花-适宜,6.0,抽穗开花-适宜,8.0,起身拔节-中旱,11.0,起身拔节-重旱,10.0,起身拔节-适宜,1.0,3.0864019e-06,0.00018919932,7.087891e-06,1.9362567e-06,6.7887115e-05,0.006182961,0.8576247,0.00028779844,0.051380537,0.01985532,0.025226012,0.03771498
../Image/Train_Image\test\抽穗开花-适宜\IMG_20230413_120512.jpg,6,抽穗开花-适宜,6.0,抽穗开花-适宜,8.0,起身拔节-中旱,11.0,起身拔节-重旱,10.0,起身拔节-适宜,1.0,4.2373663e-06,0.00024851065,1.1773854e-05,3.0506696e-06,0.00012686184,0.010293189,0.8135411,0.00039887908,0.07030906,0.027295455,0.03386562,0.041621875
../Image/Train_Image\test\抽穗开花-适宜\IMG_20230413_120512_move.jpg,6,抽穗开花-适宜,6.0,抽穗开花-适宜,8.0,起身拔节-中旱,11.0,起身拔节-重旱,10.0,起身拔节-适宜,1.0,4.1162375e-06,0.00024718812,1.1527199e-05,3.075698e-06,0.00013021934,0.010517203,0.8165544,0.00039878674,0.069221966,0.02645616,0.032894623,0.041286495
../Image/Train_Image\test\抽穗开花-适宜\IMG_20230413_120520_2.jpg,6,抽穗开花-适宜,6.0,抽穗开花-适宜,8.0,起身拔节-中旱,10.0,起身拔节-适宜,11.0,起身拔节-重旱,1.0,6.078389e-06,0.0002378673,1.0993008e-05,2.6678845e-06,8.3783874e-05,0.006646771,0.73949456,0.00048514002,0.072938316,0.051110886,0.06404148,0.06282874
../Image/Train_Image\test\抽穗开花-适宜\IMG_20230413_120521.jpg,6,抽穗开花-适宜,6.0,抽穗开花-适宜,10.0,起身拔节-适宜,8.0,起身拔节-中旱,11.0,起身拔节-重旱,1.0,6.8508048e-06,0.0002500655,1.1229217e-05,2.840036e-06,6.401807e-05,0.0046021333,0.75229794,0.00046373435,0.062757745,0.05048318,0.07342863,0.053478837
../Image/Train_Image\test\抽穗开花-适宜\IMG_20230413_120521_move.jpg,6,抽穗开花-适宜,6.0,抽穗开花-适宜,10.0,起身拔节-适宜,8.0,起身拔节-中旱,11.0,起身拔节-重旱,1.0,6.69674e-06,0.0002521388,1.107171e-05,2.8842808e-06,6.3012994e-05,0.0044671213,0.76263124,0.00046696377,0.061521184,0.047811687,0.06944853,0.051166445
../Image/Train_Image\test\抽穗开花-适宜\IMG_20230413_120522_horizontal.jpg,6,抽穗开花-适宜,6.0,抽穗开花-适宜,8.0,起身拔节-中旱,11.0,起身拔节-重旱,10.0,起身拔节-适宜,1.0,4.998441e-06,0.00017933724,1.146212e-05,2.1096596e-06,8.60627e-05,0.00694954,0.69517803,0.00032508885,0.10410912,0.055744413,0.06747597,0.06817174
../Image/Train_Image\test\抽穗开花-适宜\IMG_20230413_120523_1_horizontal.jpg,6,抽穗开花-适宜,6.0,抽穗开花-适宜,10.0,起身拔节-适宜,8.0,起身拔节-中旱,11.0,起身拔节-重旱,1.0,4.235202e-06,0.00016954377,5.7526668e-06,1.3180944e-06,3.0597213e-05,0.0030958909,0.7878475,0.00026767494,0.051562145,0.04199856,0.06377899,0.050175793
../Image/Train_Image\test\抽穗开花-适宜\IMG_20230413_120523_horizontal.jpg,6,抽穗开花-适宜,6.0,抽穗开花-适宜,8.0,起身拔节-中旱,11.0,起身拔节-重旱,10.0,起身拔节-适宜,1.0,3.0197475e-06,0.00013750435,5.0360404e-06,9.419484e-07,3.3370154e-05,0.004413119,0.71276355,0.0002059079,0.10292107,0.051650293,0.06318702,0.06393642
../Image/Train_Image\test\抽穗开花-适宜\IMG_20230413_120524_1_move.jpg,6,抽穗开花-适宜,6.0,抽穗开花-适宜,10.0,起身拔节-适宜,8.0,起身拔节-中旱,11.0,起身拔节-重旱,1.0,5.1113684e-06,0.00022795866,9.291434e-06,2.0054908e-06,7.364953e-05,0.006418199,0.73103434,0.00046567313,0.06783409,0.056602094,0.07457374,0.060993735
../Image/Train_Image\test\抽穗开花-适宜\IMG_20230413_120524_3_horizontal.jpg,6,抽穗开花-适宜,6.0,抽穗开花-适宜,10.0,起身拔节-适宜,8.0,起身拔节-中旱,11.0,起身拔节-重旱,1.0,5.0848485e-06,0.00023043147,8.932114e-06,2.1745293e-06,7.032442e-05,0.0062083704,0.76122135,0.0004424168,0.061038375,0.04729098,0.066556655,0.05518862
../Image/Train_Image\test\抽穗开花-适宜\IMG_20230413_120525_2.jpg,6,抽穗开花-适宜,6.0,抽穗开花-适宜,11.0,起身拔节-重旱,8.0,起身拔节-中旱,10.0,起身拔节-适宜,1.0,2.2941215e-06,0.0001871697,5.129655e-06,1.2766445e-06,4.1567033e-05,0.0041812863,0.87145495,0.00026211212,0.03484228,0.018586285,0.029420106,0.040089678
../Image/Train_Image\test\抽穗开花-适宜\IMG_20230413_120526_1_horizontal.jpg,6,抽穗开花-适宜,6.0,抽穗开花-适宜,8.0,起身拔节-中旱,11.0,起身拔节-重旱,10.0,起身拔节-适宜,1.0,2.757655e-06,0.00016125718,5.5422406e-06,1.3432767e-06,6.0504783e-05,0.007065353,0.80179983,0.00024457512,0.066523,0.030085865,0.04176005,0.05134889
../Image/Train_Image\test\抽穗开花-适宜\IMG_20230413_120526_3.jpg,6,抽穗开花-适宜,6.0,抽穗开花-适宜,8.0,起身拔节-中旱,11.0,起身拔节-重旱,10.0,起身拔节-适宜,1.0,2.52096e-06,0.00018185505,5.410488e-06,1.1147692e-06,4.7415346e-05,0.005470307,0.8198328,0.00023783221,0.05941336,0.025943225,0.03483972,0.05309363
../Image/Train_Image\test\抽穗开花-适宜\IMG_20230413_120526_move.jpg,6,抽穗开花-适宜,6.0,抽穗开花-适宜,11.0,起身拔节-重旱,8.0,起身拔节-中旱,10.0,起身拔节-适宜,1.0,2.2381623e-06,0.00018413134,5.0536905e-06,1.2811323e-06,4.291747e-05,0.0041773748,0.8763877,0.000268125,0.03323816,0.017750261,0.02820106,0.03882945
../Image/Train_Image\test\抽穗开花-适宜\IMG_20230413_120527_2.jpg,6,抽穗开花-适宜,6.0,抽穗开花-适宜,8.0,起身拔节-中旱,11.0,起身拔节-重旱,10.0,起身拔节-适宜,1.0,2.3856562e-06,0.00019137193,5.654745e-06,1.2604803e-06,4.774421e-05,0.0058464087,0.8232925,0.00022516675,0.056579452,0.027529506,0.03716187,0.048118427
../Image/Train_Image\test\抽穗开花-适宜\IMG_20230413_120528_move.jpg,6,抽穗开花-适宜,6.0,抽穗开花-适宜,8.0,起身拔节-中旱,11.0,起身拔节-重旱,10.0,起身拔节-适宜,1.0,2.972785e-06,0.00018268534,6.669994e-06,1.4412512e-06,4.8148144e-05,0.005298286,0.815612,0.00024635997,0.056328505,0.030987933,0.040555034,0.049541675
../Image/Train_Image\test\抽穗开花-适宜\IMG_20230413_120529_2_horizontal.jpg,6,抽穗开花-适宜,6.0,抽穗开花-适宜,8.0,起身拔节-中旱,10.0,起身拔节-适宜,11.0,起身拔节-重旱,1.0,2.85443e-06,0.00015796738,5.1976663e-06,1.4250762e-06,4.2181775e-05,0.00512236,0.83104795,0.0002547266,0.05184093,0.028198788,0.041505184,0.040793143
../Image/Train_Image\test\抽穗开花-适宜\IMG_20230413_120529_4_horizontal.jpg,6,抽穗开花-适宜,6.0,抽穗开花-适宜,10.0,起身拔节-适宜,8.0,起身拔节-中旱,11.0,起身拔节-重旱,1.0,3.1328557e-06,0.00018109841,5.9904637e-06,1.6981189e-06,4.957243e-05,0.005241833,0.8278427,0.00034965004,0.042687412,0.030256085,0.052785765,0.039453547
../Image/Train_Image\test\抽穗开花-适宜\IMG_20230413_120530_1.jpg,6,抽穗开花-适宜,6.0,抽穗开花-适宜,11.0,起身拔节-重旱,10.0,起身拔节-适宜,8.0,起身拔节-中旱,1.0,4.5253378e-06,0.00024074863,1.0518255e-05,2.2695037e-06,9.349765e-05,0.0070759724,0.76544905,0.0005056304,0.0554195,0.039660126,0.05897479,0.070672765
../Image/Train_Image\test\抽穗开花-适宜\IMG_20230413_120530_move.jpg,6,抽穗开花-适宜,6.0,抽穗开花-适宜,11.0,起身拔节-重旱,10.0,起身拔节-适宜,8.0,起身拔节-中旱,1.0,3.6821104e-06,0.00021082062,8.326699e-06,1.9037684e-06,7.079016e-05,0.0057949973,0.80624247,0.00043835057,0.04604136,0.032557577,0.04960628,0.057462964
../Image/Train_Image\test\抽穗开花-适宜\IMG_20230413_120548_1_move.jpg,6,抽穗开花-适宜,6.0,抽穗开花-适宜,8.0,起身拔节-中旱,11.0,起身拔节-重旱,10.0,起身拔节-适宜,1.0,2.5185286e-06,0.00010817026,4.831368e-06,9.2576505e-07,3.2652275e-05,0.003874116,0.794179,0.00012738876,0.101041056,0.019719958,0.023894237,0.056308553
../Image/Train_Image\test\抽穗开花-适宜\IMG_20230413_120548_move.jpg,6,抽穗开花-适宜,6.0,抽穗开花-适宜,8.0,起身拔节-中旱,11.0,起身拔节-重旱,10.0,起身拔节-适宜,1.0,2.5710056e-06,0.000112430804,4.5669817e-06,9.033345e-07,2.6514004e-05,0.0031948187,0.8161252,0.0001295949,0.087151535,0.019127533,0.024785014,0.04865149
../Image/Train_Image\test\抽穗开花-适宜\IMG_20230413_120549_2_horizontal.jpg,6,抽穗开花-适宜,6.0,抽穗开花-适宜,8.0,起身拔节-中旱,11.0,起身拔节-重旱,10.0,起身拔节-适宜,1.0,1.5941313e-06,0.00010587301,4.046264e-06,7.980418e-07,3.116005e-05,0.0036516888,0.8615381,0.0001045747,0.06612609,0.012133945,0.014824954,0.040831015
../Image/Train_Image\test\抽穗开花-适宜\IMG_20230413_120551_1_horizontal.jpg,6,抽穗开花-适宜,6.0,抽穗开花-适宜,8.0,起身拔节-中旱,11.0,起身拔节-重旱,10.0,起身拔节-适宜,1.0,1.6779628e-06,0.00013471615,5.516665e-06,1.2976002e-06,8.15754e-05,0.009122658,0.7954374,0.00016326684,0.100952655,0.019444358,0.020767001,0.05308079
../Image/Train_Image\test\抽穗开花-适宜\IMG_20230413_120552_1.jpg,6,抽穗开花-适宜,6.0,抽穗开花-适宜,8.0,起身拔节-中旱,11.0,起身拔节-重旱,10.0,起身拔节-适宜,1.0,2.1657988e-06,0.00011157448,4.4363e-06,8.751053e-07,2.671044e-05,0.003113896,0.83888346,0.00013021757,0.074691966,0.016498543,0.021850746,0.043989908
../Image/Train_Image\test\抽穗开花-适宜\IMG_20230413_120553.jpg,6,抽穗开花-适宜,6.0,抽穗开花-适宜,8.0,起身拔节-中旱,11.0,起身拔节-重旱,10.0,起身拔节-适宜,1.0,2.2335846e-06,0.00012938197,5.312203e-06,1.0192837e-06,3.8920487e-05,0.003936512,0.83414596,0.00012649746,0.07672829,0.016946824,0.02130233,0.04577445
../Image/Train_Image\test\抽穗开花-适宜\IMG_20230413_120553_move.jpg,6,抽穗开花-适宜,6.0,抽穗开花-适宜,8.0,起身拔节-中旱,11.0,起身拔节-重旱,10.0,起身拔节-适宜,1.0,2.297802e-06,0.00013092557,5.37972e-06,1.0505787e-06,3.9332135e-05,0.0039140554,0.8380124,0.00012876146,0.074549824,0.016687367,0.020983594,0.044663377
../Image/Train_Image\test\抽穗开花-适宜\IMG_20230413_120555_1.jpg,6,抽穗开花-适宜,6.0,抽穗开花-适宜,8.0,起身拔节-中旱,11.0,起身拔节-重旱,10.0,起身拔节-适宜,1.0,3.485952e-06,0.00012045543,5.5625246e-06,1.0145066e-06,3.5162775e-05,0.0042928657,0.7233729,0.00016255071,0.133766,0.029194996,0.02997142,0.07829753
../Image/Train_Image\test\抽穗开花-适宜\IMG_20230413_120555_move.jpg,6,抽穗开花-适宜,6.0,抽穗开花-适宜,8.0,起身拔节-中旱,11.0,起身拔节-重旱,10.0,起身拔节-适宜,1.0,1.2565175e-06,0.000105132254,3.4493276e-06,6.9566147e-07,2.6149653e-05,0.0036317008,0.86718535,0.00011145588,0.06502414,0.010678347,0.015467139,0.037242703
../Image/Train_Image\test\抽穗开花-适宜\IMG_20230413_120556_2_horizontal.jpg,6,抽穗开花-适宜,6.0,抽穗开花-适宜,8.0,起身拔节-中旱,11.0,起身拔节-重旱,9.0,起身拔节-轻旱,1.0,4.5478764e-06,0.00015094808,9.9740855e-06,1.5625769e-06,8.271335e-05,0.007673679,0.5795143,0.00017641239,0.21465419,0.048040014,0.043421768,0.10501262
../Image/Train_Image\test\抽穗开花-适宜\IMG_20230413_120558_1.jpg,6,抽穗开花-适宜,6.0,抽穗开花-适宜,8.0,起身拔节-中旱,11.0,起身拔节-重旱,10.0,起身拔节-适宜,1.0,3.7040784e-06,0.00013608881,8.306483e-06,1.4851756e-06,6.246824e-05,0.0058041085,0.7285116,0.00019713416,0.13327543,0.02844743,0.029724672,0.072611265
../Image/Train_Image\test\抽穗开花-适宜\IMG_20230413_120558_horizontal.jpg,6,抽穗开花-适宜,6.0,抽穗开花-适宜,8.0,起身拔节-中旱,11.0,起身拔节-重旱,9.0,起身拔节-轻旱,1.0,5.257797e-06,0.00014498598,9.567379e-06,1.6507765e-06,6.200628e-05,0.006279927,0.61066866,0.00019555823,0.20028238,0.04457212,0.04299212,0.09352073
../Image/Train_Image\test\抽穗开花-适宜\IMG_20230413_120559_1_move.jpg,6,抽穗开花-适宜,6.0,抽穗开花-适宜,8.0,起身拔节-中旱,11.0,起身拔节-重旱,10.0,起身拔节-适宜,1.0,3.2587434e-06,0.00013884068,7.364929e-06,1.4142213e-06,5.5572535e-05,0.0055647693,0.761715,0.00017942971,0.118109055,0.02361343,0.025415912,0.06408307
../Image/Train_Image\test\抽穗开花-重旱\IMG_20230415_163228_1.jpg,7,抽穗开花-重旱,7.0,抽穗开花-重旱,5.0,抽穗开花-轻旱,11.0,起身拔节-重旱,9.0,起身拔节-轻旱,1.0,5.170638e-05,0.005796824,0.0002552816,0.0006522826,0.05043816,0.15874575,0.0017150232,0.5781592,0.019194443,0.0712421,0.039923925,0.072064154
../Image/Train_Image\test\抽穗开花-重旱\IMG_20230415_163231_1.jpg,7,抽穗开花-重旱,7.0,抽穗开花-重旱,5.0,抽穗开花-轻旱,4.0,抽穗开花-中旱,11.0,起身拔节-重旱,1.0,3.1523352e-05,0.0047488343,0.00031361025,0.00070032856,0.103768066,0.33456802,0.0022848903,0.39843896,0.029362423,0.04104214,0.020579739,0.0623173
../Image/Train_Image\test\抽穗开花-重旱\IMG_20230415_163234.jpg,7,抽穗开花-重旱,7.0,抽穗开花-重旱,5.0,抽穗开花-轻旱,11.0,起身拔节-重旱,9.0,起身拔节-轻旱,1.0,2.8690407e-05,0.0060645337,0.00019650623,0.0005255195,0.054107267,0.21731657,0.0027843998,0.49790955,0.02229676,0.06628248,0.041103087,0.089781515
../Image/Train_Image\test\抽穗开花-重旱\IMG_20230415_163236.jpg,7,抽穗开花-重旱,7.0,抽穗开花-重旱,5.0,抽穗开花-轻旱,11.0,起身拔节-重旱,4.0,抽穗开花-中旱,1.0,2.6144544e-05,0.011761372,0.00018876852,0.0009109622,0.047130678,0.19920608,0.004938329,0.5578434,0.018559966,0.04117453,0.02954196,0.086886376
../Image/Train_Image\test\抽穗开花-重旱\IMG_20230415_163237_1.jpg,7,抽穗开花-重旱,7.0,抽穗开花-重旱,5.0,抽穗开花-轻旱,4.0,抽穗开花-中旱,11.0,起身拔节-重旱,1.0,2.5117068e-05,0.009209056,0.00020675312,0.0010244469,0.05562359,0.14684482,0.0016476458,0.6691507,0.012538788,0.028993463,0.01827387,0.05534447
../Image/Train_Image\test\抽穗开花-重旱\IMG_20230415_163238_1.jpg,7,抽穗开花-重旱,7.0,抽穗开花-重旱,5.0,抽穗开花-轻旱,11.0,起身拔节-重旱,9.0,起身拔节-轻旱,1.0,4.8508016e-05,0.013688182,0.00021393475,0.0007541506,0.035761856,0.15583268,0.005103046,0.5111794,0.024045305,0.07323965,0.049641613,0.12779704
